repository_path,original_filename,sha256,bytes,pages,title,author,report_date,received_date,source_status,rights_status
data/raw/research-reports/forensic-analysis-carl-webb/Somerton_Man_Forensic_Analysis_Carl_Webb.pdf,Somerton_Man_Forensic_Analysis_Carl_Webb.pdf,dc2fc9d82b8781f1213b4d62520b3c388108fcb8079e672ffe0548f0f73ac14b,57166,3,"Forensic & Paleographic Analysis: The Somerton Man Inscription and Carl Webb",not stated,not stated,2026-08-21,unattributed analytical report supplied to the project,not stated
